Band	Genre	Status	City	State
Tempusvernum	Stoner/Sludge Metal	Active	Bauru	São Paulo
Ten Ton Thorns	Groove/Thrash Metal	Active	Curitiba	Paraná
Tenebra	Symphonic Gothic/Death/Doom Metal	Active	Fortaleza	Ceará
Tenebrae Mortuorum	Black Metal	Active	Anápolis	Goiás
Tenebrario	Heavy Metal	Active	São Paulo	São Paulo
Tenebrifer	Black Metal	Split-up	São Paulo (early); Franco da Rocha	São Paulo
Tenebris	Death Metal	Active	Aracaju	Sergipe
Tenebris	Black Metal	Active	João Pessoa	Paraíba
Tenebris Imperium	Black Metal	Active	Belo Horizonte	Minas Gerais
Tenebris Spiritus	Atmospheric/Symphonic Black Metal	Active	Belo Horizonte	Minas Gerais
Tenebris Umbral	Black Metal	Active	Santa Catarina	
Tenebros	Thrash/Heavy Metal	Active	Porto Alegre	Rio Grande do Sul
Tenebros	Black Metal	Unknown		
Tenebrosa Escuridão	Black Metal	Active	Brasília	Distrito Federal
Tenebroso	Black Metal	Active		
Tenebrous Infernal Abyss	Black/Death Metal	Active	São Paulo	São Paulo
Tenebrys	Doom/Death Metal	Split-up	Belém	Pará
Tenfold	Metalcore/Thrash/Heavy Metal	Active	Teresina	Piauí
Tentáculo	Thrash Metal	Active	Florianópolis	Santa Catarina
Terapon	Power Metal	Unknown	Guarulhos	São Paulo
Teratology	Raw Black Metal	Split-up	Curitiba	Paraná
Terminator	Thrash Metal (early); Heavy Metal (later)	Split-up	Goiânia	Goiás
Terminattor	Thrash Metal	On hold	São Paulo	São Paulo
Terminus Est	Death Metal	Split-up	Belém	Pará
Terra Prima	Melodic Power Metal	Active	Recife	Pernambuco
Terrible Force	Death/Thrash Metal	Active	João Pessoa	Paraíba
Terrify	Thrash Metal	Active	Caxias do Sul	Rio Grande do Sul
Terrify	Death Metal	Active	São Gonçalo	Rio de Janeiro
Terror	Black/Death Metal	Active		
Terror Alcoólico	Death/Thrash Metal	Active	Teresina	Piauí
Terror Fetus	Thrash Metal (early); Death Metal (later)	Active	Teresina	Piauí
Terror Fronte	Death/Thrash Metal	Active	Osasco	São Paulo
Terror Mosh	Death/Thrash Metal/Grindcore	Active	Franca	São Paulo
Terror Nuclear	Thrash Metal	Active	Manaus	Amazonas
Terrorcídio	Death Metal	Active	Cidade Ocidental	Distrito Federal
Terrorcorpse	Death Metal	Active	Goiânia	Goiás
TerrorCult	Thrash/Death Metal	Active	Fernandópolis	São Paulo
Terrorgasmo	Goregrind	Split-up	Curitiba	Paraná
Terrorismo Abismal	Raw Black Metal	Active		
Terrorscream	Thrash Metal	Split-up	Curitiba	Paraná
Terrorsphere	Death Metal	Active	Londrina	Paraná
Terrorstorm	Thrash Metal	Active	Rio de Janeiro	Rio de Janeiro
Terrorzone	Death/Thrash Metal	Active	Curitiba	Paraná
Terrorzone	Heavy Metal	Active	Natal	Rio Grande do Norte
Terzo	Thrash Metal	Unknown	Belém	Pará
Tessalonica	Thrash/Groove Metal/Hardcore	Active	Araraquara	São Paulo
Test	Experimental Grindcore/Death Metal/Crust Punk	Active	São Paulo	São Paulo
Testemunha	Heavy Metal	Active	São Paulo	São Paulo
Testimony	Thrash Metal	Split-up	São Paulo	São Paulo
Tétano	Death Metal/Grindcore	Active	Cordeiro	Rio de Janeiro
Tetanus	Death/Black Metal	Active	Rio de Janeiro	Rio de Janeiro
Tetragrammaton	Black Metal	Split-up	Rio de Janeiro	Rio de Janeiro
Teufel	Black/Thrash Metal	Active	Betim	Minas Gerais
Tevatrum	Heavy Metal	Unknown	Belém	Pará
Thalion	Power/Progressive Metal	Split-up	São Paulo	São Paulo
Thallium	Black Metal	Active	São Paulo	São Paulo
Thanathus	Brutal Death Metal	Active	São Paulo	São Paulo
Thanatosis	Thrash/Death Metal	Unknown	Curitiba	Paraná
Thanatus	Heavy Metal	Split-up	Bebedouro	São Paulo
Thanos	Heavy Metal/Hard Rock	Split-up	Santa Maria	Rio Grande do Sul
Tharithimas	Death/Thrash Metal	Split-up	São José dos Campos	São Paulo
Tharsis	Melodic Death Metal	Split-up	Salvador	Bahia
The Aberration Doom	Death/Doom Metal	Active	Federal District	
The Acid Machine	Stoner/Doom Metal	Active	Rio Grande do Sul	
The Arataca Stoned Farmers	Stoner Rock/Metal	Active	Joinville	Santa Catarina
The Assault	Thrash Metal	Active	Araraquara	São Paulo
The Atomic Drive	Heavy Metal	Split-up	São Paulo	
The Ax	Thrash Metal	Active	Camaragibe	Pernambuco
The Black Coffins	Death Metal/Crust	Split-up	São Paulo	São Paulo
The Black Cold	Black Metal	Active	Rio de Janeiro	Rio de Janeiro
The Black Horns of Sathanas	Black Metal	Split-up		
The Black Pest	Raw Black Metal	Unknown	Aracaju	Sergipe
The Black Rook	Heavy Metal	Split-up	Rio de Janeiro	Rio de Janeiro
The Black Sanctuary	Black Metal	Active	São Paulo	São Paulo
The Black Spade	Black Metal	Active	São Paulo	São Paulo
The Black Void	Black Metal	Active	Catanduva	São Paulo
The Blaze	Black Metal	Split-up	Minas Gerais	
The Blood Calls	Atmospheric Black Metal	Split-up	Rio das Ostras	Rio de Janeiro
The Candle	Thrash/Black Metal	Active	Guarulhos	São Paulo
The Cellts	Gothic/Doom/Death Metal	Split-up	São Paulo	São Paulo
The Clavion	Melodic Power Metal	Split-up	Guarulhos	São Paulo
The Cross	Doom Metal with Death Metal elements	Active	Salvador	Bahia
The Damnnation	Thrash/Death Metal	Active	São Paulo	São Paulo
The Dark	Heavy Metal	Active	Uberlândia	Minas Gerais
The Dark One	Black Metal	Split-up	Rio de Janeiro	Rio de Janeiro
The Death Season	Progressive Thrash Metal	Active	São Paulo	São Paulo
The Destroyer	Black/Death Metal	Active	São Paulo	São Paulo
The Devils	Heavy Metal	Split-up	Serra	Espírito Santo
The Element	Progressive Metal	Changed name	Porto Alegre	Rio Grande do Sul
The End	Heavy Metal	Unknown	Poço Redondo	Sergipe
The Endless Fall	Melodic Death Metal	Active	Salvador	Bahia
The Endoparasites	Death Metal	Split-up	Rio de Janeiro	Rio de Janeiro
The Evil	Doom/Stoner Metal	Active	Belo Horizonte	Minas Gerais
The Execration	Death Metal	Active	Belo Horizonte	Minas Gerais
The Fallen	Heavy Metal	Active	Pato Branco	Paraná
The Final Command	Black Metal	Active	Santa Catarina / São Paulo	São Paulo
The Flame	Death/Thrash Metal	Split-up	Rio de Janeiro	Rio de Janeiro
The Frostbitten	Black Metal	Active	Porto Alegre	Rio Grande do Sul
The Gambiarras	Heavy Metal/Hard Rock	Active	Catanduva	São Paulo
The Giant Void	Progressive Heavy/Power Metal	Active	Sorocaba	São Paulo
The Goths	Heavy Metal	Active	Campinas	São Paulo
The Grindful Dead	Grindcore/Death Metal	Active	Brasília	Distrito Federal
The Hategrind Project	Grindcore	Active	São Paulo	Rio de Janeiro
The Heathen Scÿthe	Heavy/Power Metal	Active	São Paulo	São Paulo
The Host	Black/Death Metal	Active	Conselheiro Lafaiete	Minas Gerais
The Jams of Militia	Metalcore	Active	São Paulo	São Paulo
The Joke?	Thrash/Groove Metal (early); Hardcore/Alternative (later)	Changed name	Belo Horizonte	Minas Gerais
The Jokke	Brutal Death Metal	Active	Porto Alegre	Rio Grande do Sul
The Junks of the Crossroads	Thrash Metal	Split-up	Nova Lima	Minas Gerais
The Knickers	Hard Rock/Heavy Metal	Active	Fortaleza	Ceará
The Kroni	Sludge Metal	On hold	São Paulo	São Paulo
The Kryptik	Black Metal	Active	Rio de Janeiro	Rio de Janeiro
The Last Feeling	Doom/Gothic Metal	Split-up	Magé	Rio de Janeiro
The Last Nail	Heavy/Thrash Metal	Active	São Paulo	São Paulo
The Last Profanation	Black Metal	Split-up	Natal	Rio Grande do Norte
The Lotus Throne	Progressive/Melodic Death Metal	Active	Rio de Janeiro	Rio de Janeiro
The Low-End Bastard	Industrial Death Metal	Active	Jundiaí	São Paulo
The Mask of Tyrant	Heavy/Thrash Metal	Active	Nova Lima	Minas Gerais
The Melendez Karma Machine	Death Metal	Active	Rio Claro	São Paulo
The Mist	Thrash Metal	Active	Belo Horizonte	Minas Gerais
The Nightfall	Death Metal	Split-up	Campo Limpo Paulista	São Paulo
The Ogre	Progressive Black/Death Metal	Active	São Paulo	São Paulo
The Ordher	Death Metal	Active	Porto Alegre	Rio Grande do Sul
The Other Side	Heavy Metal	Active	Alagoas	
The Past	Doom/Heavy Metal	Changed name	São Paulo	São Paulo
The Process	Heavy/Thrash Metal	Split-up	Araxá	Minas Gerais
The Prophecy	Speed Metal	Split-up	Bahia	
The Putrefying	Technical Death Metal	Active	Manaus	Amazonas
The Reaper	Black Metal	Unknown	Porto Alegre	Rio Grande do Sul
The Red Crow	Stoner Metal/Rock	Active	Porto Alegre	Rio Grande do Sul
The Sceptic	Death Metal	Split-up	Caxias do Sul	Rio Grande do Sul
The Screams of Widow's Son	Death Metal	Active	São Paulo	São Paulo
The Serpent Kiss	Death/Doom Metal	Split-up	Lages	Santa Catarina
The Seventh Sign	Heavy/Power Metal	Unknown	Lorena/Guaratinguetá	São Paulo
The Shade of Crow	Black Metal	Active	Rio de Janeiro	Rio de Janeiro
The Sick	Black Metal	Unknown		
The Side War	Thrash/Death Metal	Split-up	Salvador	Bahia
The Slaughterhouse	Brutal Death Metal/Goregrind	Active	São Paulo	São Paulo
The Still	Thrash Metal	Split-up	Araraquara	São Paulo
The Taciturn	Funeral Doom Metal	Active	Curitiba	Paraná
The Torment	Black Metal	Active	Lages	Santa Catarina
The Troops of Doom	Death/Thrash Metal	Active	Belo Horizonte	Minas Gerais
The True Devotion	Raw Black Metal	Active	João Pessoa	Paraíba
The Unabomber Files	Thrash/Groove Metal	Active	Belo Horizonte	Minas Gerais
The UnhaliGäst	Speed Metal	Active	Rio de Janeiro	Rio de Janeiro
The Void	Death/Thrash Metal	Active	Teresina	Piauí
The Wasted	Heavy/Groove Metal	Active	Tatuí	São Paulo
The Weezard	Stoner/Doom Metal	Unknown	Duque De Caxias	Rio de Janeiro
The Wise	Heavy Metal	Unknown	Porto Alegre	Rio Grande do Sul
The Wrath	Black Metal	Split-up	São Paulo	São Paulo
Theia	Black/Speed/Thrash Metal	Active	Caruaru	Pernambuco
Thelema	Heavy Metal	Split-up	São Paulo	São Paulo
Themalefik	Black/Death Metal	Active	Osasco	São Paulo
Themoniac	Thrash Metal	Active	Vila Velha	Espírito Santo
There's No Face	Metalcore	Active	Jacareí	São Paulo
These Dark Trails	Doom/Post-Black Metal	Active	São Paulo	São Paulo
Thespian	Melodic Heavy Metal	Split-up	Manhuaçu	Minas Gerais
Thessera	Progressive Metal	Active	Juiz de Fora	Minas Gerais
They Come Crawling	Thrash/Death Metal	Active	Orleans	Santa Catarina
Thief in the Night	Gothic/Doom Metal	Unknown	Belo Horizonte	Minas Gerais
Thinking Head	Melodic Thrash Metal	Active	Carlos Barbosa	Rio Grande do Sul
Thirwërod	Black Metal	Active	Palhoça	Minas Gerais
This Dark Design	Melodic Death/Gothic Metal/Metalcore	Active	Santa Catarina	
ThiSidUp	Alternative/Experimental Death Metal	Split-up	Vitória	Espírito Santo
Thor	Heavy/Power Metal	Split-up	Vitória	Espírito Santo
Thor	Black Metal	Changed name	São Paulo	São Paulo
Thor	Heavy Metal	Split-up	Suzano	São Paulo
Thorgilm	Heavy Metal	Split-up	Nova Odessa	São Paulo
Thormianak	Black Metal	Split-up	Brasília	Distrito Federal
Thorn	Melodic Heavy Metal	Split-up	Rio de Janeiro	Rio de Janeiro
Thorn Storm	Death/Black Metal	Active	Vitória	Espírito Santo
Thorns of Evil	Pagan Black Metal	Active	Carlos Barbosa	Rio Grande do Sul
Thornsland	Black Metal	Active	Araçatuba	São Paulo
Thorny Woods	Black Metal	On hold	Lavras	Minas Gerais
Thorzel	Speed/Heavy Metal	Active	Mogi das Cruzes	São Paulo
Thoten	Melodic Power Metal	Split-up	Rio de Janeiro	Rio de Janeiro
Thoth Amon	Epic Heavy Metal	Active	Contagem	Minas Gerais
Thou Shall Not	Heavy Metal	Active	Curitiba	Paraná
Thou Supreme Art	Black Metal	Split-up	São Paulo	São Paulo
Thousand Suns	Heavy/Power Metal	On hold	Florianópolis	Santa Catarina
Thraggos	Metalcore	Active	Bagé	Rio Grande do Sul
Thram	Heavy/Thrash Metal	Split-up	São José dos Campos	São Paulo
Thrash Attack	Blackened Thrash/Speed Metal	Active	Belo Horizonte	Minas Gerais
Thrash Avenger	Heavy/Thrash Metal	Split-up	São Francisco do Sul	Santa Catarina
Thrash Manifest	Thrash Metal	Split-up	São Gonçalo do Sapucaí	Minas Gerais
Thrash Motel	Thrash Metal	Split-up	Belo Horizonte	Minas Gerais
Thrash of Gods	Thrash Metal	Split-up	Campo Limpo Paulista	São Paulo
Thrash Terror	Thrash Metal	Active	São Paulo	São Paulo
Thrashall	Thrash Metal	Active	Ponta Grossa	Paraná
Thrashard	Thrash Metal/Crossover	Active	Vitória da Conquista	Bahia
Thrashed	Thrash Metal	Split-up	Campo Grande	Mato Grosso do Sul
Thrashera	Blackened Speed/Thrash Metal	Active	Rio de Janeiro	Rio de Janeiro
Thrashin' Rage	Thrash Metal	Split-up	São Paulo	São Paulo
Thrauma	Thrash Metal	Split-up	Timbó	Santa Catarina
Threat	Groove Metal	Split-up	São Paulo	São Paulo
Threzor	Thrash Metal	Active	Florianópolis	Santa Catarina
Thriven	Groove Metal/Metalcore	Active	Campinas	São Paulo
Throll	Heavy Metal	Unknown	Belo Horizonte	Minas Gerais
Throne	Black Metal	Active	São Paulo	São Paulo
Throne of Skulls	Death Metal	Active	Limeira	São Paulo
Throne of Storm	Raw Black Metal	Active	Manhuaçu	Minas Gerais
Through the Skies	Metalcore	Active	São Paulo	São Paulo
Through the Valley	Funeral Doom Metal	Split-up	Natal	Rio Grande do Norte
Throw Me to the Wolves	Melodic Death Metal/Metalcore	Active	São Paulo	São Paulo
Thunder	Black Metal	Active	Lages	Santa Catarina
Thunder Force	Heavy Metal	Active	Passo Fundo	Rio Grande do Sul
Thunder Force	Epic Heavy/Power Metal	Active	Santa Maria da Vitória	Bahia
Thunder Steel	Heavy Metal	Split-up	São Gonçalo do Amarante	Rio Grande do Norte
Thunderlord	Heavy Metal	Active	Londrina	Paraná
Thunderscreamm	Heavy Metal	Split-up	Toledo	Paraná
Thunderspell	Heavy/Power Metal	Active	Belém	Pará
Thy Cold Embrace	Doom Metal	Split-up	Serra	Espírito Santo
Thy Devise	Heavy Metal	Split-up	Santa Maria	Rio Grande do Sul
Thy Dying Star	Black/Doom Metal	Active		
Thy Legions	Black/Death Metal	Active	Cachoeirinha	Rio Grande do Sul
Thy Light	Depressive Black Metal	Active	Limeira	São Paulo
Thy Rites	Death/Black Metal	Active	Rio de Janeiro	Rio de Janeiro
Thy Symphony	Symphonic Power Metal	Unknown	São Paulo	São Paulo
Thyldorn	Black/Death Metal	Split-up	Varginha	Minas Gerais
Thyresis	Melodic Death Metal	Split-up	João Pessoa	Paraíba
Thyrkron	Black Metal	Unknown		
Tiago Assis' Assemble	Heavy Metal	Active	Porto Alegre	Rio Grande do Sul
Tiago Della Vega	Heavy Metal/Shred	Active	Caxias do Sul	Rio Grande do Sul
Tiago Ruzza	Heavy Metal	Active	Toledo	Paraná
Tiberius Project	Heavy/Thrash Metal	Active	São Paulo	São Paulo
Tides of Eternity	Atmospheric Death/Doom Metal	Split-up	Brasília	Distrito Federal
Tierramystica	Power/Folk Metal	Active	Porto Alegre	Rio Grande do Sul
Tiffo	Ambient/Crust (early); Atmospheric Black Metal/Crust (later)	Active	São Paulo	São Paulo
Tiger	Heavy Metal	Unknown	São Paulo	São Paulo
Tiger Cult	Heavy Metal	Split-up	São Paulo	São Paulo
Tiglath	Power Metal	Split-up	Fortaleza	Ceará
Tilikum	Black Metal	Active	Porto Velho	Rondônia
Time Collapse	Power Metal	Split-up	Curitiba	Paraná
Timor Trail	Doom Metal	Active	Sorocaba	São Paulo
Titânio	Power/Thrash Metal	Unknown	Porto Alegre	Rio Grande do Sul
Titanio	Heavy/Speed Metal	Split-up	São Paulo	São Paulo
Tito Falaschi	Melodic Power Metal	Active	São Paulo	São Paulo
Tittânio	Heavy Metal	Changed name	Natal	Rio Grande do Norte
Tiwaz	Pagan Black Metal	On hold	Garibaldi	Rio Grande do Sul
Tiyug	Black Metal	Active	Vitoria da Conquista	Bahia
To the Lamb	Heavy Metal	Split-up	São Paulo	São Paulo
Toccata Magna	Power/Folk Metal	Split-up	Porto Alegre	Rio Grande do Sul
Todesking	Black Metal	Active	Luz	Minas Gerais
Todespferd	Black Metal	Active	Caxias Do Sul	Rio Grande do Sul
Töhil	Death Metal	Active	Euclides da Cunha	Bahia
Tombstone	Death Metal	Active	Tangará da Serra	Mato Grosso
Tombstone	Heavy Metal/Hard Rock	Active	São Paulo	São Paulo
Tomhet	Depressive Black Metal	Split-up	Dois Vizinhos	Paraná
Tonantzin	Death Metal	Active	Natal	Rio Grande do Norte
Torches of Nero	Black Metal	Active	Rio Grande do Sul	
Tordon	Thrash Metal	Active	Guarapuava	Paraná
Torment Behavior	Melodic Death/Doom/Black Metal	Split-up	Presidente Prudente	São Paulo
Törment Grave	Death/Thrash Metal	Active	Belém	Pará
Torment of Soul	Death Metal	Unknown	Recife	Pernambuco
Torment of the Sepsia	Death Metal	Active	Manaus	Amazonas
Torment the Skies	Death Metal	Active	Natal	Rio Grande do Norte
Tormenta	Thrash Metal	Active	Ribeirão Preto	São Paulo
Tormenta	Thrash Metal	Split-up	São Paulo	São Paulo
Tormentador	Black/Death Metal	Active	Belo Horizonte	Minas Gerais
Tormento	Speed Metal	Split-up	Niterói	Rio de Janeiro
Tormento	Thrash Metal	Split-up	Belo Horizonte	Minas Gerais
Tormento Alcoólatra	Grindcore/Crossover	Split-up	Farroupilha	Rio Grande do Sul
Tormento Bestial	Death Metal	Split-up	Colatina	Espírito Santo
Tormentor Bestial	Thrash/Heavy Metal	Active	Taubaté	São Paulo
Tormentor of Christian Souls	Black Metal	Unknown	Cruz Alta	Rio Grande do Sul
Tormentum	Heavy/Thrash Metal	Split-up	São Paulo	São Paulo
Tormentum Tenebris	Black Metal	Active	Belo Horizonte	Minas Gerais
Torqverem	Black Metal	Active	Campinas	São Paulo
Torre de Ossos	Death/Black Metal	On hold	São Paulo	São Paulo
Torrencial	Thrash Metal	Active	Itapevi	São Paulo
Torture Squad	Thrash/Death Metal	Active	São Paulo	São Paulo
Torturizer	Death/Thrash Metal	Active	São Luís	Maranhão
Torvo	Thrash/Groove Metal	Active	Caxias do Sul	Rio Grande do Sul
Tosco	Thrash Metal/Crossover	Active	Santos	São Paulo
Total Desastre	Death/Thrash Metal	Unknown	Cuiabá	Mato Grosso
Total Hate	Thrash Metal	Split-up		
Total Infamous Destruction	Black/Thrash Metal	Active	São Paulo	São Paulo
Total Mayhem	Thrash Metal	Active	Osasco	São Paulo
Totem	Groove/Heavy Metal	Active	Brasília	Distrito Federal
Totemtabu	Black/Death Metal	Active	Dourados	Mato Grosso do Sul
Toten	Heavy Metal/Hard Rock	Active	Goiânia	Goiás
Totenkopf Standarten	Raw Black Metal	Active		
Totvm	Avant-garde Black Metal	Active	Belo Horizonte	Minas Gerais
Toxic Assault	Thrash Metal	Active	Uberlândia	Minas Gerais
Toxic Carnage	Thrash Metal	Active	Mairinque/São Roque	São Paulo
Toxic Death	Death Metal	Active	Araraquara	São Paulo
Toxic Machine	Heavy Metal	Active	Curitiba	Paraná
Toxic Revolution	Thrash Metal/Crossover	On hold	Cascavel	Paraná
Toxic Rotten	Thrash/Death Metal	Active	Florianópolis	Santa Catarina
Toxic Trash	Thrash Metal	Unknown	Fortaleza	Ceará
Toxic Waltz	Thrash Metal/Hard Rock	Split-up	Curitiba	Paraná
Toxic War	Thrash Metal	Active	Guarulhos	São Paulo
Toxicarm	Speed/Heavy Metal	Split-up	Jundiaí	São Paulo
Toxicide	Thrash Metal	Active	Campinas	São Paulo
Toxicmaze	Thrash Metal	Split-up	Joinville	Santa Catarina
Toxicoma	Thrash Metal	Active	Santa Inês	Maranhão
Toxictroneex	Heavy Metal	Active		
Toxn	Thrash Metal	Unknown	Curitiba	Paraná
Traças e Ferrugem	Death Metal/Grindcore	Active	Recife	Pernambuco
Trachoma	Goregrind	Active	São Paulo	São Paulo
Tragedy	Power Metal	Changed name	Goiânia	Goiás
Tragedy Garden	Doom/Gothic Metal	Active	Colorado	Paraná
Tragic Shadows	Black Metal	Active	Franco da Rocha	São Paulo
Trance of the Undead	Black/Death Metal	Active	Viamão	Rio Grande do Sul
Transcendent	Heavy Metal	Active	São Paulo	São Paulo
Transcendental Magick	Symphonic Doom Metal	Split-up	Salvador	Bahia
Transfixion	Thrash Metal	Active	Santo André	São Paulo
Transgressor	Black/Death Metal	Changed name	Cerquilho	São Paulo
Transtorno Nuclear	Thrash Metal/Crossover	Active	Brasília	Distrito Federal
Traqueomalácia	Goregrind	Active	Porto Alegre	Rio Grande do Sul
Trasgo	Black Metal	Active	João Pessoa	Paraíba
Trash Vomit	Death Metal/Grindcore	Changed name	Salvador	Bahia
Trator	Groove/Thrash Metal	Active	Palmas	Tocantins
Trator	Power/Thrash Metal	Active	Novo Hamburgo	Rio Grande do Sul
Trator BR	Death/Thrash Metal	Active	Bauru	São Paulo
Trator Death	Death Metal	Active	Nova Hartz	Rio Grande do Sul
Traumatic Brain Injury	Goregrind	Active	Fortaleza	Ceará
Traumer	Melodic Power Metal	Active	São Paulo	São Paulo
Traumma	Death Metal	Split-up		
Tray of Gift	Folk Metal	Active	Varginha	Minas Gerais
Trejo	Raw Black Metal/Crust	Active		
Tremor	Death/Thrash Metal	Active	São Carlos	São Paulo
Tremor Terror	Thrash Metal	Unknown	Sorocaba	São Paulo
Trenches of Fire	Power Metal	Active	Rio de Janeiro	Rio de Janeiro
Trend Kill Ghosts	Power/Heavy Metal	Active	Guarulhos	São Paulo
Trendkill	Doom/Death Metal	Unknown	Araruama	Rio de Janeiro
Trendkill Inc	Heavy/Thrash Metal	Active	São Paulo	São Paulo
Trepanator	Thrash Metal	Active	Salvador	Bahia
Tressultor	Thrash Metal	Active	São Bento do Sul	Santa Catarina
Trevas	Black Metal	Split-up	Embu das Artes	São Paulo
Trevas	Thrash Metal	Active	Santo André	São Paulo
Trevas	Death Metal	Active	Belém	Pará
Trevas	Thrash/Speed Metal	Unknown	São Paulo	São Paulo
Trevose	Heavy/Thrash Metal	Active	São João del Rei	Minas Gerais
Treze	Thrash Metal/Crossover	Active	Itu	São Paulo
Triaca	Heavy Metal	Active	São Paulo	São Paulo
Triangelus	Death Metal	Active	Joinville	Santa Catarina
Triarchy	Gothic Metal	Split-up	Fortaleza	Ceará
Tribal Rites	Thrash Metal	Split-up	Belo Horizonte	Minas Gerais
Tribal Scream	Death/Thrash Metal	Active	Santos	São Paulo
Tribuh	Thrash Metal	Unknown	Belém	Pará
Tribunos da Plebe	Thrash Metal	Split-up	Fortaleza	Ceará
Tributo Eterno	Deathcore (early); Death/Groove Metal (later)	Active	Belo Horizonte	Minas Gerais
Tribuzy	Power Metal	Unknown	Rio de Janeiro	Rio de Janeiro
Trieb	Power/Doom Metal	Active	Niterói	Rio de Janeiro
